Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
14413,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10755321188,116,765.8348276,260.692069,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,70,2,2,A,stage1
14414,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10755677129,56,767.7964286,224.5764286,717,225,87,15,Rectangle,9,class->name,70,1,3,A,stage1
14415,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10755913047,88,683.1236364,262.5354545,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,70,2,1,A,stage1
14416,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10756013100,96,681.29375,268.4954167,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,70,2,1,A,stage1
14417,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10756157147,140,687.8105714,259.52,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,70,2,1,A,stage1
14418,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10756269129,60,720.1626667,257.7453333,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,70,2,1,A,stage1
14419,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10756441139,168,724.0838095,260.1816667,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,70,2,1,A,stage1
14420,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10756741141,60,745.85,673.6193333,732,658,87,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,70,13,1,A,stage1
14421,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10757348980,72,745.2961111000001,287.5155556,740,297,86,16,Rectangle,9,class->block->constructor->name,70,3,2,A,stage1
14422,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10757513005,68,727.9788235000001,284.89764710000003,672,297,58,16,public,6,class->block->constructor->specifier,70,3,1,A,stage1
14423,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10757513005,68,727.9788235000001,284.89764710000003,740,297,86,16,Rectangle,9,class->block->constructor->name,70,3,2,A,stage1
14424,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10757641007,124,723.8112903,289.45709680000004,672,297,58,16,public,6,class->block->constructor->specifier,70,3,1,A,stage1
14425,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10757793022,60,793.9646667000001,287.75933330000004,740,297,86,16,Rectangle,9,class->block->constructor->name,70,3,2,A,stage1
14426,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10757945046,148,786.4427027,305.1440541,740,297,86,16,Rectangle,9,class->block->constructor->name,70,3,2,A,stage1
14427,2,41,rectangle_java2.jpg,rectangle_java2.jpg,10758045004,96,797.7108333,304.17375,740,297,86,16,Rectangle,9,class->block->constructor->name,70,3,2,A,stage1
