Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
16541,2,49,rectangle_python.jpg,rectangle_python.jpg,209668546,72,727.1188889,291.505,672,280,101,17,Rectangle,9,na,85,1,2,A,stage1
16542,2,49,rectangle_python.jpg,rectangle_python.jpg,209800534,128,714.2559375,294.249375,672,280,101,17,Rectangle,9,na,85,1,2,A,stage1
16543,2,49,rectangle_python.jpg,rectangle_python.jpg,209936305,80,709.1085,312.076,717,321,69,19,__init__,8,na,85,2,2,A,stage1
16544,2,49,rectangle_python.jpg,rectangle_python.jpg,210100249,124,798.6967742,315.9358065,799,321,53,19,(self,5,na,85,2,3,A,stage1
16545,2,49,rectangle_python.jpg,rectangle_python.jpg,210176310,72,803.66,330.6594444,799,321,53,19,(self,5,na,85,2,3,A,stage1
16546,2,49,rectangle_python.jpg,rectangle_python.jpg,210520415,328,942.8641463,313.9881707,941,321,22,19,y1,2,na,85,2,7,A,stage1
16547,2,49,rectangle_python.jpg,rectangle_python.jpg,210884439,232,768.4663793,355.7882759,695,364,78,13,self.x1,7,na,85,3,1,A,stage1
16548,2,49,rectangle_python.jpg,rectangle_python.jpg,211228366,304,816.1890789,366.0830263,806,364,23,13,x1,2,na,85,3,3,A,stage1
16549,2,49,rectangle_python.jpg,rectangle_python.jpg,211460412,180,766.5524444,410.2262222,695,406,78,17,self.y1,7,na,85,4,1,A,stage1
16550,2,49,rectangle_python.jpg,rectangle_python.jpg,211832046,184,779.8276087,491.5528261,784,491,12,18,=,1,na,85,6,2,A,stage1
16551,2,49,rectangle_python.jpg,rectangle_python.jpg,211896110,60,781.4226667,489.3813333000001,784,491,12,18,=,1,na,85,6,2,A,stage1
16552,2,49,rectangle_python.jpg,rectangle_python.jpg,212208241,276,716.6008696,501.4392754,695,491,78,18,self.y2,7,na,85,6,1,A,stage1
16553,2,49,rectangle_python.jpg,rectangle_python.jpg,212464255,252,715.0887302,503.0357143,695,491,78,18,self.y2,7,na,85,6,1,A,stage1
16554,2,49,rectangle_python.jpg,rectangle_python.jpg,213652213,260,804.9461537999999,488.2863077,806,491,23,18,y2,2,na,85,6,3,A,stage1
16555,2,49,rectangle_python.jpg,rectangle_python.jpg,213812099,156,798.3966667000001,502.7953846,806,491,23,18,y2,2,na,85,6,3,A,stage1
16556,2,49,rectangle_python.jpg,rectangle_python.jpg,215148166,336,753.7060713999999,499.9207143,695,491,78,18,self.y2,7,na,85,6,1,A,stage1
16557,2,49,rectangle_python.jpg,rectangle_python.jpg,215556029,176,754.7063636,534.8913636,766,532,6,17,(,1,na,85,7,3,A,stage1
16558,2,49,rectangle_python.jpg,rectangle_python.jpg,217112004,280,1103.749429,522.4351429,1076,532,78,17,self.x1,7,na,85,7,10,A,stage1
16559,2,49,rectangle_python.jpg,rectangle_python.jpg,217220020,104,1103.302308,531.8207692,1076,532,78,17,self.x1,7,na,85,7,10,A,stage1
16560,2,49,rectangle_python.jpg,rectangle_python.jpg,217899956,192,1012.184792,529.7616667,964,532,77,17,self.x2,7,na,85,7,8,A,stage1
16561,2,49,rectangle_python.jpg,rectangle_python.jpg,218007928,104,1013.002308,534.2861538,964,532,77,17,self.x2,7,na,85,7,8,A,stage1
16562,2,49,rectangle_python.jpg,rectangle_python.jpg,218307933,240,740.1376667000001,538.8435,695,532,56,17,width,5,na,85,7,2,A,stage1
16563,2,49,rectangle_python.jpg,rectangle_python.jpg,218563867,216,746.6861111000001,575.5092592999999,694,575,68,18,height,6,na,85,8,2,A,stage1
16564,2,49,rectangle_python.jpg,rectangle_python.jpg,218807983,176,904.4395455,575.7415909,896,575,68,18,return,6,na,85,8,7,A,stage1
16565,2,49,rectangle_python.jpg,rectangle_python.jpg,219015939,168,1035.770714,575.3545238,975,575,78,18,self.y2,7,na,85,8,8,A,stage1
