Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,Comprehension_Question_Result,complexity
54596,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2791461109,88,700.58,254.9836364,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,90,2,1,1,A
54597,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2791589185,88,629.0913636,223.5327273,592,225,58,15,public,6,class->specifier,90,1,1,1,A
54598,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2791757212,76,631.05,227.97210530000004,592,225,58,15,public,6,class->specifier,90,1,1,1,A
54599,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2792161124,184,747.2917391,220.97,717,225,87,15,Rectangle,9,class->name,90,1,3,1,A
54600,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2792401231,236,749.3798305,226.40101690000003,717,225,87,15,Rectangle,9,class->name,90,1,3,1,A
54601,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2792821254,76,756.3489473999999,238.7542105,717,225,87,15,Rectangle,9,class->name,90,1,3,1,A
54602,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2793173051,144,781.6772222,258.2702778,788,262,18,16,x1,2,class->block->decl_stmt->decl->name,90,2,3,1,A
54603,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2793453089,200,820.6636,263.7514,818,262,5,16,",",1,class->block->decl_stmt,90,2,4,1,A
54604,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2793581040,100,883.306,264.884,884,262,18,16,x2,2,class->block->decl_stmt->decl->name,90,2,7,1,A
54605,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2793725040,140,880.6922857000001,268.7345714,884,262,18,16,x2,2,class->block->decl_stmt->decl->name,90,2,7,1,A
54606,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2793809065,80,875.8585,264.345,884,262,18,16,x2,2,class->block->decl_stmt->decl->name,90,2,7,1,A
54607,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2793945089,132,864.9554545,269.1536364,866,262,5,16,",",1,class->block->decl_stmt,90,2,6,1,A
54608,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2794073003,124,847.8970968,271.0096774,836,262,18,16,y1,2,class->block->decl_stmt->decl->name,90,2,5,1,A
54609,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2794533092,80,893.9780000000001,250.921,884,262,18,16,x2,2,class->block->decl_stmt->decl->name,90,2,7,1,A
54610,2,176,rectangle_java2.jpg,rectangle_java2.jpg,2794661112,68,820.6623529,251.6194118,818,262,5,16,",",1,class->block->decl_stmt,90,2,4,1,A
