Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
13744,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2249300497,100,786.8304,185.0188,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,80,2,2
13745,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2249428379,104,727.7161537999999,173.67,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
13746,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2249552230,120,719.8710000000001,171.78566669999998,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
13747,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2249932381,148,780.0218919,167.6378378,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,80,2,2
13748,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2250048377,68,817.0352941000001,170.2011765,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,80,2,2
13749,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2250388367,108,802.0366667000001,147.3137037,776,143,68,16,Vehicle,7,class->name,80,1,3
13750,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2250716355,324,797.3082716,155.88962959999998,776,143,68,16,Vehicle,7,class->name,80,1,3
13751,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2250872329,152,802.6571052999999,146.8571053,776,143,68,16,Vehicle,7,class->name,80,1,3
13752,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2251028267,92,730.6291304,181.653913,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
13753,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2251184102,96,726.0508332999999,176.0575,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
13754,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2251292148,72,758.4844444,149.0733333,719,143,48,16,class,5,class,80,1,2
13755,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2251384204,88,754.7586364,144.25,719,143,48,16,class,5,class,80,1,2
13756,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2251952230,88,799.5613636,149.7945455,776,143,68,16,Vehicle,7,class->name,80,1,3
13757,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2252040224,84,792.7876190000001,147.06857140000002,776,143,68,16,Vehicle,7,class->name,80,1,3
13758,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2252380136,92,751.0230435,188.2269565,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
13759,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2252440120,56,738.5878571000001,194.465,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
13760,2,3,vehicle_java2.jpg,vehicle_java2.jpg,2252500112,56,748.5521428999999,188.8814286,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,80,2,1
