Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
16120,5,47,rectangle_python.jpg,rectangle_python.jpg,2493026687,212,734.9745283,317.2962264,717,321,69,19,__init__,8,na,90,2,2
16121,5,47,rectangle_python.jpg,rectangle_python.jpg,2493190749,56,698.9428571000001,293.1492857,672,280,101,17,Rectangle,9,na,90,1,2
16122,5,47,rectangle_python.jpg,rectangle_python.jpg,2494010871,116,733.1189655000001,327.522069,717,321,69,19,__init__,8,na,90,2,2
16123,5,47,rectangle_python.jpg,rectangle_python.jpg,2494594794,68,904.7529412,336.9811765,885,321,22,19,x1,2,na,90,2,5
16124,5,47,rectangle_python.jpg,rectangle_python.jpg,2494802727,128,981.375625,321.0428125,976,321,7,19,",",1,na,90,2,8
16125,5,47,rectangle_python.jpg,rectangle_python.jpg,2495254681,416,943.6992308,331.1201923,941,321,22,19,y1,2,na,90,2,7
16126,5,47,rectangle_python.jpg,rectangle_python.jpg,2495398678,120,888.1963332999999,339.3256667,885,321,22,19,x1,2,na,90,2,5
16127,5,47,rectangle_python.jpg,rectangle_python.jpg,2495618585,148,969.8281081,329.91405410000004,976,321,7,19,",",1,na,90,2,8
16128,5,47,rectangle_python.jpg,rectangle_python.jpg,2495782572,132,1021.199697,336.2533333,1032,321,7,19,",",1,na,90,2,10
16129,5,47,rectangle_python.jpg,rectangle_python.jpg,2495930668,144,1008.752778,325.6638889,997,321,22,19,x2,2,na,90,2,9
16130,5,47,rectangle_python.jpg,rectangle_python.jpg,2496290645,84,759.9985714,371.497619,695,364,78,13,self.x1,7,na,90,3,1
16131,5,47,rectangle_python.jpg,rectangle_python.jpg,2496550428,68,762.6405882,373.0641176,695,364,78,13,self.x1,7,na,90,3,1
16132,5,47,rectangle_python.jpg,rectangle_python.jpg,2496942605,112,764.57,400.2396429,695,406,78,17,self.y1,7,na,90,4,1
16133,5,47,rectangle_python.jpg,rectangle_python.jpg,2497094590,148,759.3654054,402.2305405,695,406,78,17,self.y1,7,na,90,4,1
16134,5,47,rectangle_python.jpg,rectangle_python.jpg,2497538538,92,809.6673913,405.5882609,806,406,23,17,y1,2,na,90,4,3
16135,5,47,rectangle_python.jpg,rectangle_python.jpg,2498214570,76,696.3552632,502.9784211,695,491,78,18,self.y2,7,na,90,6,1
16136,5,47,rectangle_python.jpg,rectangle_python.jpg,2498866386,180,808.5939999999999,521.4171111,785,532,45,17,self,4,na,90,7,4
16137,5,47,rectangle_python.jpg,rectangle_python.jpg,2499022410,144,918.5083333,525.1258333000001,886,532,67,17,return,6,na,90,7,7
16138,5,47,rectangle_python.jpg,rectangle_python.jpg,2499102405,76,923.1094737,526.5873684,886,532,67,17,return,6,na,90,7,7
16139,5,47,rectangle_python.jpg,rectangle_python.jpg,2499310416,184,989.6167391,528.2613043,964,532,77,17,self.x2,7,na,90,7,8
16140,5,47,rectangle_python.jpg,rectangle_python.jpg,2499878428,192,1108.131458,533.1741666999999,1076,532,78,17,self.x1,7,na,90,7,10
16141,5,47,rectangle_python.jpg,rectangle_python.jpg,2500086361,176,1006.550682,577.2570455,975,575,78,18,self.y2,7,na,90,8,8
16142,5,47,rectangle_python.jpg,rectangle_python.jpg,2500154264,64,1018.918125,578.748125,975,575,78,18,self.y2,7,na,90,8,8
16143,5,47,rectangle_python.jpg,rectangle_python.jpg,2500270153,112,1018.116786,585.6064286000001,975,575,78,18,self.y2,7,na,90,8,8
16144,5,47,rectangle_python.jpg,rectangle_python.jpg,2500786287,116,712.3696552,609.9875862,695,617,45,18,area,4,na,90,9,2
16145,5,47,rectangle_python.jpg,rectangle_python.jpg,2500886275,72,665.5022222,592.5727778,650,575,34,18,def,3,na,90,8,1
16146,5,47,rectangle_python.jpg,rectangle_python.jpg,2500946277,56,663.49,585.2264286000001,650,575,34,18,def,3,na,90,8,1
16147,5,47,rectangle_python.jpg,rectangle_python.jpg,2501098266,104,844.2007692,611.7757692000001,854,617,6,18,:,1,na,90,9,6
16148,5,47,rectangle_python.jpg,rectangle_python.jpg,2501250226,80,925.581,615.2935,874,617,68,18,return,6,na,90,9,7
16149,5,47,rectangle_python.jpg,rectangle_python.jpg,2501354252,100,922.0264,633.3832,874,617,68,18,return,6,na,90,9,7
16150,5,47,rectangle_python.jpg,rectangle_python.jpg,2501598322,168,1014.626429,619.625,953,617,112,18,self.width,10,na,90,9,8
16151,5,47,rectangle_python.jpg,rectangle_python.jpg,2501778323,140,980.0654286,612.2157143,953,617,112,18,self.width,10,na,90,9,8
16152,5,47,rectangle_python.jpg,rectangle_python.jpg,2502073932,72,929.4105556,581.3838889,896,575,68,18,return,6,na,90,8,7
16153,5,47,rectangle_python.jpg,rectangle_python.jpg,2502206077,64,1034.91,591.17875,975,575,78,18,self.y2,7,na,90,8,8
16154,5,47,rectangle_python.jpg,rectangle_python.jpg,2502826128,160,780.33525,450.2795,784,449,12,15,=,1,na,90,5,2
16155,5,47,rectangle_python.jpg,rectangle_python.jpg,2503102168,160,732.635,531.93625,695,532,56,17,width,5,na,90,7,2
