Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,Comprehension_Question_Result,complexity
3179,5,203,vehicle_java.jpg,vehicle_java.jpg,14872324293,116,705.1531034,131.13931029999998,717,137,88,22,topSpeed,8,class->block->decl_stmt->decl->name,70,3,2,0,B
3180,5,203,vehicle_java.jpg,vehicle_java.jpg,14872404344,76,697.9484211,136.8452632,671,137,32,22,int,3,class->block->decl_stmt->decl->type->name,70,3,1,0,B
3181,5,203,vehicle_java.jpg,vehicle_java.jpg,14872504388,96,706.63875,137.0733333,717,137,88,22,topSpeed,8,class->block->decl_stmt->decl->name,70,3,2,0,B
3182,5,203,vehicle_java.jpg,vehicle_java.jpg,14872748386,56,748.7942857,110.7678571,747,99,91,18,producer,8,class->block->decl_stmt->decl->name,70,2,2,0,B
3183,5,203,vehicle_java.jpg,vehicle_java.jpg,14873720101,168,891.0492857,197.72690480000003,861,201,66,22,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,4,0,B
3184,5,203,vehicle_java.jpg,vehicle_java.jpg,14873887867,164,888.4058537000001,198.345122,861,201,66,22,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,4,0,B
3185,5,203,vehicle_java.jpg,vehicle_java.jpg,14874680199,168,884.7557142999999,237.5266667,886,247,12,18,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,70,5,2,0,B
3186,5,203,vehicle_java.jpg,vehicle_java.jpg,14874796221,56,869.6964286,241.8078571,732,247,143,18,this.producer,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,70,5,1,0,B
3187,5,203,vehicle_java.jpg,vehicle_java.jpg,14874860221,60,859.5106667000001,237.5933333,732,247,143,18,this.producer,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,70,5,1,0,B
3188,5,203,vehicle_java.jpg,vehicle_java.jpg,14875292024,132,760.5569697000001,301.2639394,732,289,98,18,this.type,9,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,70,6,1,0,B
