Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
11327,5,32,vehicle_java2.jpg,vehicle_java2.jpg,972106431,136,719.4905882,157.31794119999998,719,143,48,16,class,5,class,70,1,2
11328,5,32,vehicle_java2.jpg,vehicle_java2.jpg,972690513,212,803.8056604,149.6667925,776,143,68,16,Vehicle,7,class->name,70,1,3
11329,5,32,vehicle_java2.jpg,vehicle_java2.jpg,972762509,68,802.2364706000001,146.98705880000003,776,143,68,16,Vehicle,7,class->name,70,1,3
11330,5,32,vehicle_java2.jpg,vehicle_java2.jpg,973030498,116,812.81,175.47,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,70,2,2
11331,5,32,vehicle_java2.jpg,vehicle_java2.jpg,973298512,236,754.2659322000001,181.1330508,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,70,2,1
11332,5,32,vehicle_java2.jpg,vehicle_java2.jpg,973654532,320,816.946,180.69625,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,70,2,2
11333,5,32,vehicle_java2.jpg,vehicle_java2.jpg,974158389,472,869.079322,168.90203390000002,867,180,6,16,",",1,class->block->decl_stmt,70,2,3
11334,5,32,vehicle_java2.jpg,vehicle_java2.jpg,974238384,56,780.7235714,190.75357140000003,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,70,2,2
11335,5,32,vehicle_java2.jpg,vehicle_java2.jpg,974598364,120,817.6953333,184.3123333,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,70,2,2
11336,5,32,vehicle_java2.jpg,vehicle_java2.jpg,974670374,60,900.0073332999999,174.48733330000002,885,180,38,16,type,4,class->block->decl_stmt->decl->name,70,2,4
11337,5,32,vehicle_java2.jpg,vehicle_java2.jpg,974782396,108,903.2766667,173.6588889,885,180,38,16,type,4,class->block->decl_stmt->decl->name,70,2,4
11338,5,32,vehicle_java2.jpg,vehicle_java2.jpg,975054371,92,926.9547826,183.5530435,934,180,6,16,;,1,class->block->decl_stmt,70,2,5
11339,5,32,vehicle_java2.jpg,vehicle_java2.jpg,975390361,136,798.4938235000001,212.3008824,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,70,3,2
