Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity
50053,2,15,rectangle_java.jpg,rectangle_java.jpg,15495022515,92,661.9408696,180.8756522,616,173,55,19,class,5,class,65,1,2,A
50054,2,15,rectangle_java.jpg,rectangle_java.jpg,15495090499,64,663.49125,186.72,616,173,55,19,class,5,class,65,1,2,A
50055,2,15,rectangle_java.jpg,rectangle_java.jpg,15495254495,112,745.7671429,182.7275,682,173,102,19,Rectangle,9,class->name,65,1,3,A
50056,2,15,rectangle_java.jpg,rectangle_java.jpg,15496042384,84,672.0480952,522.9685714,616,511,69,19,public,6,class->block->function->type->specifier,65,9,1,A
50057,2,15,rectangle_java.jpg,rectangle_java.jpg,15496314001,92,754.4578261,545.2052173999999,740,553,68,19,height,6,class->block->function->name,65,10,3,A
50058,2,15,rectangle_java.jpg,rectangle_java.jpg,15496558367,140,732.072,552.9897143,740,553,68,19,height,6,class->block->function->name,65,10,3,A
50059,2,15,rectangle_java.jpg,rectangle_java.jpg,15496766369,96,675.9475,590.9045833,616,595,69,19,public,6,class->block->function->type->specifier,65,11,1,A
50060,2,15,rectangle_java.jpg,rectangle_java.jpg,15496854412,60,743.9686667000001,589.5773333,695,595,68,19,double,6,class->block->function->type->name,65,11,2,A
50061,2,15,rectangle_java.jpg,rectangle_java.jpg,15496922438,64,746.323125,569.948125,740,553,68,19,height,6,class->block->function->name,65,10,3,A
50062,2,15,rectangle_java.jpg,rectangle_java.jpg,15497066383,140,739.6748571,569.6262857,740,553,68,19,height,6,class->block->function->name,65,10,3,A
50063,2,15,rectangle_java.jpg,rectangle_java.jpg,15497206386,112,771.6089286,612.1614286,774,595,45,19,area,4,class->block->function->name,65,11,3,A
50064,2,15,rectangle_java.jpg,rectangle_java.jpg,15497442246,120,745.075,631.5253332999999,696,636,67,21,static,6,class->block->function->type->specifier,65,12,2,A
50065,2,15,rectangle_java.jpg,rectangle_java.jpg,15497550145,104,741.7438462,623.8865385,696,636,67,21,static,6,class->block->function->type->specifier,65,12,2,A
50066,2,15,rectangle_java.jpg,rectangle_java.jpg,15497858486,136,675.4294118,679.2852941000001,676,681,102,18,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,65,13,1,A
50067,2,15,rectangle_java.jpg,rectangle_java.jpg,15498030430,76,792.2494737000001,672.7484211,789,681,56,18,rect1,5,class->block->function->block->block_content->decl_stmt->decl->name,65,13,2,A
50068,2,15,rectangle_java.jpg,rectangle_java.jpg,15498278245,116,865.0434482999999,681.6986207,856,681,13,18,=,1,class->block->function->block->block_content->decl_stmt->decl->init,65,13,3,A
50069,2,15,rectangle_java.jpg,rectangle_java.jpg,15498370335,80,762.488,720.671,677,722,202,19,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,65,14,1,A
50070,2,15,rectangle_java.jpg,rectangle_java.jpg,15498546525,120,752.3556667,732.7883333,677,722,202,19,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,65,14,1,A
50071,2,15,rectangle_java.jpg,rectangle_java.jpg,15498606458,56,755.8757142999999,722.7307142999999,677,722,202,19,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,65,14,1,A
