Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
37842,5,109,rectangle_python.jpg,rectangle_python.jpg,7412750059,172,742.1730233,362.8709302,695,364,78,13,self.x1,7,na,95,3,1
37843,5,109,rectangle_python.jpg,rectangle_python.jpg,7412830066,64,733.79875,282.50375,672,280,101,17,Rectangle,9,na,95,1,2
37844,5,109,rectangle_python.jpg,rectangle_python.jpg,7412918043,84,733.3033333,273.8033333,672,280,101,17,Rectangle,9,na,95,1,2
37845,5,109,rectangle_python.jpg,rectangle_python.jpg,7412986025,64,729.95,279.631875,672,280,101,17,Rectangle,9,na,95,1,2
37846,5,109,rectangle_python.jpg,rectangle_python.jpg,7413086005,76,668.4526316,291.7405263,672,280,101,17,Rectangle,9,na,95,1,2
37847,5,109,rectangle_python.jpg,rectangle_python.jpg,7413194003,104,664.2876923,290.7365385,672,280,101,17,Rectangle,9,na,95,1,2
37848,5,109,rectangle_python.jpg,rectangle_python.jpg,7413590028,356,696.2147191,287.1047191,672,280,101,17,Rectangle,9,na,95,1,2
37849,5,109,rectangle_python.jpg,rectangle_python.jpg,7413793890,200,693.4476,280.6726,672,280,101,17,Rectangle,9,na,95,1,2
37850,5,109,rectangle_python.jpg,rectangle_python.jpg,7413909807,92,741.5608696,310.4,717,321,69,19,__init__,8,na,95,2,2
37851,5,109,rectangle_python.jpg,rectangle_python.jpg,7414017837,104,742.9226923,317.53461539999995,717,321,69,19,__init__,8,na,95,2,2
37852,5,109,rectangle_python.jpg,rectangle_python.jpg,7414525971,68,1071.286471,321.2047059,1053,321,22,19,y2,2,na,95,2,11
37853,5,109,rectangle_python.jpg,rectangle_python.jpg,7414625957,72,982.3072222,316.995,976,321,7,19,",",1,na,95,2,8
37854,5,109,rectangle_python.jpg,rectangle_python.jpg,7414689940,60,982.018,308.9453333,976,321,7,19,",",1,na,95,2,8
