Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
194,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3800071537,108,791.3118519,375.5333333,772,379,126,16,this.topSpeed,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,70,7,1
195,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3802648929,72,755.1377778,181.3972222,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,70,2,1
196,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3813340289,108,723.0107407,137.8125926,719,143,48,16,class,5,class,70,1,2
197,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3813428305,84,723.0185713999999,134.7904762,719,143,48,16,class,5,class,70,1,2
198,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3813640309,60,707.882,182.052,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,70,2,1
199,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3813764242,60,763.7866667000001,192.6733333,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,70,2,1
200,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3816984028,84,711.7590476,154.0171429,719,143,48,16,class,5,class,70,1,2
201,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3817044017,56,705.7164286000001,170.29357140000002,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,70,2,1
202,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3817163999,72,731.71,140.8766667,719,143,48,16,class,5,class,70,1,2
203,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3817380047,176,784.4481818,138.7134091,776,143,68,16,Vehicle,7,class->name,70,1,3
204,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3818075911,64,754.044375,169.58375,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,70,2,1
205,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3818167927,56,763.0207142999999,217.21,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,70,3,2
206,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3818423893,68,775.1294118,171.5047059,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,70,2,2
207,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3818607884,96,908.0370832999998,222.3366667,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,70,3,4
208,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3818671891,60,900.5233332999999,231.832,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,70,3,4
209,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3818787888,64,909.16125,209.34125,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,70,3,4
210,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3819535669,68,1017.233529,258.3652941,981,268,58,20,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,7
211,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3819831752,64,1118.9825,259.016875,1125,268,19,20,tp,2,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,11
212,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3819931693,96,1101.723333,255.6995833,1086,268,29,20,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,10
213,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3819995664,60,1097.041333,256.3286667,1086,268,29,20,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,10
214,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3822239640,84,925.0714286,272.09142860000003,875,268,58,20,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,4
215,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3822603655,140,884.7248571,266.7634286,875,268,58,20,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,4
216,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3822675664,68,880.4376471,271.0611765,875,268,58,20,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,70,4,4
217,5,135,vehicle_java2.jpg,vehicle_java2.jpg,3823443457,84,873.1642857,205.7628571,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,70,3,4
