Participant,Trial,code_file,Programming_Language,Expertise,Comprehension_Result,Complexity,Vertical_Next_Text,Vertical_Later_Text,Horizontal_Later_Text,Regression_Rate,Line_Regression_Rate,Saccade_Length,Element_Coverage
57,2,rectangle_java2.jpg,Java,medium,1,A,0.8372093023255814,0.9069767441860465,0.5465116279069767,0.26744186046511625,0.18604651162790697,66.56537697853264,0.16666666666666666
57,5,vehicle_java2.jpg,Java,medium,0,B,0.7513227513227513,0.8412698412698413,0.5291005291005291,0.2857142857142857,0.13227513227513227,81.36771409060628,0.24107142857142858
141,2,vehicle_java2.jpg,Java,low,0,B,0.8716814159292036,0.9026548672566371,0.6548672566371682,0.1902654867256637,0.09734513274336283,71.6719750937567,0.32142857142857145
68,5,vehicle_java2.jpg,Java,medium,1,B,0.8607594936708861,0.9113924050632911,0.6645569620253164,0.1962025316455696,0.11392405063291139,52.423658072450856,0.23214285714285715
68,2,rectangle_java2.jpg,Java,medium,0,A,0.8511627906976744,0.8837209302325582,0.6325581395348837,0.19534883720930232,0.08372093023255814,45.39095528456165,0.2569444444444444
50,2,vehicle_java2.jpg,Java,medium,0,B,0.68,0.7538461538461538,0.4523076923076923,0.3169230769230769,0.07384615384615385,71.99811803683848,0.2857142857142857
6,2,rectangle_java.jpg,Java,medium,1,A,0.859375,0.8984375,0.6796875,0.1796875,0.0859375,67.29326854073243,0.22916666666666666
6,5,vehicle_java.jpg,Java,medium,0,B,0.8309178743961353,0.8743961352657005,0.5845410628019324,0.22705314009661837,0.10628019323671498,72.94192706048834,0.25
179,5,rectangle_java2.jpg,Java,low,1,A,0.8591549295774648,0.8913480885311871,0.6257545271629779,0.24346076458752516,0.13682092555331993,62.68944518608714,0.2916666666666667
179,2,vehicle_java2.jpg,Java,low,0,B,0.8511749347258486,0.8929503916449086,0.618798955613577,0.2402088772845953,0.13577023498694518,61.97992314922178,0.35714285714285715
112,2,rectangle_java2.jpg,Java,medium,1,A,0.7657657657657657,0.8378378378378378,0.5,0.2882882882882883,0.13063063063063063,62.85380624926225,0.25
115,5,vehicle_java2.jpg,Java,medium,0,B,0.7177700348432056,0.8083623693379791,0.49825783972125437,0.2857142857142857,0.0975609756097561,82.55942506405172,0.3125
115,2,rectangle_java2.jpg,Java,medium,1,A,0.8402777777777778,0.8888888888888888,0.6111111111111112,0.2569444444444444,0.1527777777777778,68.51780797227433,0.2152777777777778
123,2,rectangle_java.jpg,Java,high,0,A,0.825136612021858,0.8743169398907104,0.6065573770491803,0.25136612021857924,0.13114754098360656,87.79445443668352,0.2361111111111111
35,2,rectangle_java2.jpg,Java,low,1,A,0.8304093567251462,0.8830409356725146,0.5730994152046783,0.2573099415204678,0.14619883040935672,77.60438247082523,0.2638888888888889
35,5,vehicle_java2.jpg,Java,low,0,B,0.7660377358490567,0.8528301886792453,0.5773584905660377,0.25660377358490566,0.11320754716981132,90.00627530040062,0.29464285714285715
124,5,rectangle_java2.jpg,Java,medium,1,A,0.7889908256880734,0.8256880733944955,0.5,0.29357798165137616,0.12385321100917432,65.87244982542873,0.2638888888888889
124,2,vehicle_java2.jpg,Java,medium,1,B,0.7719298245614035,0.8421052631578947,0.5929824561403508,0.24210526315789474,0.08771929824561403,84.81706682230536,0.30357142857142855
32,2,rectangle_java2.jpg,Java,high,1,A,0.9071428571428571,0.9357142857142857,0.6928571428571428,0.17857142857142858,0.12142857142857143,63.557562405473426,0.2638888888888889
32,5,vehicle_java2.jpg,Java,high,0,B,0.8859649122807017,0.9342105263157895,0.7236842105263158,0.14912280701754385,0.08771929824561403,58.04183087852598,0.2767857142857143
206,5,rectangle_java2.jpg,Java,low,0,A,0.7466666666666667,0.7973333333333333,0.512,0.2853333333333333,0.08533333333333333,61.41301739884666,0.2916666666666667
206,2,vehicle_java2.jpg,Java,low,0,B,0.8164794007490637,0.850187265917603,0.5805243445692884,0.23595505617977527,0.0898876404494382,59.50438068677456,0.2767857142857143
201,5,vehicle_java2.jpg,Java,medium,0,B,0.8723404255319149,0.925531914893617,0.6808510638297872,0.1276595744680851,0.06382978723404255,53.93896706247638,0.16964285714285715
201,2,rectangle_java2.jpg,Java,medium,1,A,0.8333333333333334,0.875,0.5666666666666667,0.21666666666666667,0.1,57.064211856010765,0.19444444444444445
208,5,rectangle_java2.jpg,Java,low,1,A,0.8206106870229007,0.8664122137404581,0.5877862595419847,0.2480916030534351,0.1183206106870229,55.67904678143764,0.25
200,2,vehicle_java.jpg,Java,low,1,B,0.7909604519774012,0.8813559322033898,0.5706214689265536,0.23728813559322035,0.12429378531073447,107.36686759460608,0.30357142857142855
200,5,rectangle_java.jpg,Java,low,1,A,0.7521739130434782,0.8173913043478261,0.5304347826086957,0.2826086956521739,0.10434782608695652,89.51071368055301,0.22916666666666666
207,2,vehicle_java2.jpg,Java,medium,0,B,0.8237082066869301,0.8814589665653495,0.6170212765957447,0.23100303951367782,0.11550151975683891,70.10104222552712,0.2857142857142857
207,5,rectangle_java2.jpg,Java,medium,1,A,0.7931034482758621,0.8352490421455939,0.578544061302682,0.25287356321839083,0.09195402298850575,73.36475704691009,0.2569444444444444
214,5,vehicle_java2.jpg,Java,medium,1,B,0.8134328358208955,0.8600746268656716,0.5970149253731343,0.24440298507462688,0.10634328358208955,66.99257995817112,0.35714285714285715
214,2,rectangle_java2.jpg,Java,medium,1,A,0.7368421052631579,0.8,0.4842105263157895,0.3263157894736842,0.12982456140350876,78.71663219370596,0.2569444444444444
212,2,rectangle_java2.jpg,Java,medium,0,A,0.7037037037037037,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.11728395061728394,60.7567849541461,0.22916666666666666
215,5,rectangle_java2.jpg,Java,medium,0,A,0.8315789473684211,0.8736842105263158,0.5789473684210527,0.2578947368421053,0.1368421052631579,74.0425376214087,0.2638888888888889
215,2,vehicle_java2.jpg,Java,medium,1,B,0.7558139534883721,0.8410852713178295,0.5891472868217055,0.23255813953488372,0.07751937984496124,93.73816132090644,0.25
106,2,vehicle_java2.jpg,Java,medium,0,B,0.7025641025641025,0.8,0.5333333333333333,0.27692307692307694,0.08205128205128205,93.64532959412283,0.25892857142857145
10,5,vehicle_java.jpg,Java,medium,0,B,0.8444444444444444,0.8888888888888888,0.6370370370370371,0.16296296296296298,0.05925925925925926,80.04621546717414,0.25
139,5,vehicle_java2.jpg,Java,low,0,B,0.9017857142857143,0.9285714285714286,0.6517857142857143,0.17857142857142858,0.11607142857142858,64.92568160698232,0.21428571428571427
101,2,rectangle_java2.jpg,Java,medium,0,A,0.7911392405063291,0.8607594936708861,0.5316455696202531,0.24050632911392406,0.10759493670886076,93.21855261952177,0.2708333333333333
101,5,vehicle_java2.jpg,Java,medium,1,B,0.8605990783410138,0.902073732718894,0.663594470046083,0.195852534562212,0.09907834101382489,66.01129745041683,0.33035714285714285
17,2,rectangle_java2.jpg,Java,medium,1,A,0.8036529680365296,0.8538812785388128,0.5616438356164384,0.2785388127853881,0.136986301369863,64.88709210305802,0.2361111111111111
17,5,vehicle_java2.jpg,Java,medium,0,B,0.7665505226480837,0.8571428571428571,0.5714285714285714,0.23693379790940766,0.0975609756097561,83.04189415106724,0.32142857142857145
28,2,rectangle_java2.jpg,Java,medium,1,A,0.8243727598566308,0.8817204301075269,0.6164874551971327,0.25806451612903225,0.14336917562724014,79.02083595779924,0.2986111111111111
28,5,vehicle_java2.jpg,Java,medium,0,B,0.9026548672566371,0.9380530973451328,0.6991150442477876,0.18584070796460178,0.13274336283185842,75.55092742567477,0.22321428571428573
21,5,vehicle_java2.jpg,Java,low,0,B,0.8107344632768362,0.867231638418079,0.5819209039548022,0.24293785310734464,0.11299435028248588,65.15209175488482,0.30357142857142855
21,2,rectangle_java2.jpg,Java,low,1,A,0.8706624605678234,0.8927444794952681,0.5678233438485805,0.27129337539432175,0.167192429022082,70.44287481191725,0.2777777777777778
108,5,rectangle_java2.jpg,Java,high,1,A,0.7806451612903226,0.8516129032258064,0.5935483870967742,0.22580645161290322,0.08387096774193549,69.42286016200327,0.2222222222222222
108,2,vehicle_java2.jpg,Java,high,0,B,0.7294117647058823,0.8117647058823529,0.5411764705882353,0.23529411764705882,0.058823529411764705,98.63424124892093,0.22321428571428573
26,2,vehicle_java2.jpg,Java,high,1,B,0.7679558011049724,0.8674033149171271,0.47513812154696133,0.2983425414364641,0.1712707182320442,97.9058679973834,0.2767857142857143
19,5,vehicle_java.jpg,Java,medium,1,B,0.8321167883211679,0.8978102189781022,0.635036496350365,0.145985401459854,0.051094890510948905,78.57758254450853,0.22321428571428573
72,2,vehicle_java2.jpg,Java,medium,0,B,0.7247706422018348,0.8073394495412844,0.5504587155963303,0.24770642201834864,0.0581039755351682,69.91943011354195,0.29464285714285715
164,2,vehicle_java2.jpg,Java,low,0,B,0.7319148936170212,0.8170212765957446,0.4978723404255319,0.3021276595744681,0.12340425531914893,76.1846659276582,0.30357142857142855
164,5,rectangle_java2.jpg,Java,low,1,A,0.7203791469194313,0.8009478672985783,0.47393364928909953,0.3080568720379147,0.11374407582938388,83.10417239404373,0.24305555555555555
86,5,vehicle_java2.jpg,Java,medium,0,B,0.8827586206896552,0.9137931034482759,0.6551724137931034,0.18620689655172415,0.10344827586206896,58.72156149888337,0.2767857142857143
86,2,rectangle_java2.jpg,Java,medium,1,A,0.8612612612612612,0.9045045045045045,0.6576576576576577,0.22702702702702704,0.13333333333333333,65.71618023970733,0.2847222222222222
190,2,vehicle_java2.jpg,Java,medium,0,B,0.8854166666666666,0.9375,0.7083333333333334,0.11458333333333333,0.0625,72.21151879582716,0.23214285714285715
81,5,rectangle_java.jpg,Java,medium,1,A,0.8174603174603174,0.8650793650793651,0.5952380952380952,0.23809523809523808,0.1111111111111111,78.44117646105093,0.20833333333333334
81,2,vehicle_java.jpg,Java,medium,0,B,0.8770226537216829,0.919093851132686,0.6828478964401294,0.18446601941747573,0.10679611650485436,81.88309179989871,0.32142857142857145
197,2,vehicle_java.jpg,Java,medium,0,B,0.8181818181818182,0.8814229249011858,0.5968379446640316,0.25296442687747034,0.1383399209486166,91.05652208097959,0.25892857142857145
75,2,vehicle_java.jpg,Java,medium,0,B,0.7714285714285715,0.8607142857142858,0.6214285714285714,0.21428571428571427,0.07857142857142857,100.11432949283336,0.25
75,5,rectangle_java.jpg,Java,medium,1,A,0.7323232323232324,0.8333333333333334,0.47474747474747475,0.3181818181818182,0.15656565656565657,110.8455938263372,0.2708333333333333
163,2,vehicle_java.jpg,Java,low,0,B,0.8287292817679558,0.8784530386740331,0.569060773480663,0.2541436464088398,0.13812154696132597,89.69050568731417,0.2857142857142857
163,5,rectangle_java.jpg,Java,low,1,A,0.7924528301886793,0.8364779874213837,0.559748427672956,0.27044025157232704,0.11320754716981132,94.92340100460304,0.22916666666666666
88,2,rectangle_java2.jpg,Java,high,1,A,0.7051282051282052,0.7948717948717948,0.4358974358974359,0.2948717948717949,0.10256410256410256,104.74139617041786,0.19444444444444445
88,5,vehicle_java2.jpg,Java,high,0,B,0.6991150442477876,0.7964601769911505,0.4336283185840708,0.2920353982300885,0.09734513274336283,94.64854734558068,0.26785714285714285
43,2,vehicle_java2.jpg,Java,low,0,B,0.7724137931034483,0.8517241379310345,0.6103448275862069,0.19310344827586207,0.04827586206896552,64.12750708568632,0.3125
43,5,rectangle_java2.jpg,Java,low,1,A,0.7483870967741936,0.8129032258064516,0.49032258064516127,0.27741935483870966,0.0967741935483871,64.55653855123073,0.2222222222222222
155,2,vehicle_java2.jpg,Java,medium,1,B,0.7425742574257426,0.8217821782178217,0.5099009900990099,0.2623762376237624,0.0891089108910891,86.43296231507733,0.29464285714285715
155,5,rectangle_java2.jpg,Java,medium,1,A,0.7823529411764706,0.8352941176470589,0.5470588235294118,0.27647058823529413,0.11764705882352941,80.86058197435771,0.2569444444444444
44,2,vehicle_java2.jpg,Java,medium,0,B,0.7747440273037542,0.8498293515358362,0.5631399317406144,0.22184300341296928,0.07508532423208192,69.9377396046831,0.3125
44,5,rectangle_java2.jpg,Java,medium,0,A,0.8176100628930818,0.8490566037735849,0.6415094339622641,0.18867924528301888,0.0440251572327044,59.6682179615172,0.19444444444444445
27,5,rectangle_java.jpg,Java,low,1,A,0.8440366972477065,0.8899082568807339,0.6238532110091743,0.1926605504587156,0.09174311926605505,78.43071316605213,0.1736111111111111
27,2,vehicle_java.jpg,Java,low,0,B,0.8732394366197183,0.9154929577464789,0.6901408450704225,0.1267605633802817,0.056338028169014086,74.0872717529369,0.14285714285714285
18,2,vehicle_java.jpg,Java,medium,0,B,0.7483443708609272,0.8211920529801324,0.5264900662251656,0.2814569536423841,0.10596026490066225,91.0982969932524,0.29464285714285715
20,5,vehicle_java2.jpg,Java,medium,1,B,0.7983870967741935,0.8669354838709677,0.5604838709677419,0.2540322580645161,0.125,79.77295040089034,0.33035714285714285
20,2,rectangle_java2.jpg,Java,medium,1,A,0.835820895522388,0.8855721393034826,0.6019900497512438,0.2537313432835821,0.14427860696517414,59.916665608810426,0.25
109,5,rectangle_python.jpg,Python,medium,0,A,0.8285714285714286,0.8761904761904762,0.5904761904761905,0.2571428571428571,0.14285714285714285,82.73409041993256,0.26595744680851063
109,2,vehicle_python.jpg,Python,medium,0,B,0.711340206185567,0.8350515463917526,0.5360824742268041,0.21649484536082475,0.061855670103092786,108.61442896537987,0.24285714285714285
16,2,rectangle_java2.jpg,Java,high,1,A,0.7534883720930232,0.8372093023255814,0.49767441860465117,0.32558139534883723,0.16744186046511628,75.41728973341,0.2638888888888889
16,5,vehicle_java2.jpg,Java,high,1,B,0.8219895287958116,0.8586387434554974,0.6047120418848168,0.23821989528795812,0.09947643979057591,61.26597911522819,0.2857142857142857
29,2,vehicle_java2.jpg,Java,low,0,B,0.644808743169399,0.7431693989071039,0.4207650273224044,0.33879781420765026,0.08743169398907104,82.07162687233826,0.30357142857142855
29,5,rectangle_java2.jpg,Java,low,0,A,0.7100591715976331,0.7692307692307693,0.39644970414201186,0.35502958579881655,0.1301775147928994,71.6734751254513,0.2569444444444444
107,2,rectangle_java.jpg,Java,medium,0,A,0.8317307692307693,0.8846153846153846,0.5817307692307693,0.22115384615384615,0.11057692307692307,85.14442035639318,0.25
138,2,rectangle_java2.jpg,Java,medium,1,A,0.8571428571428571,0.9006211180124224,0.6583850931677019,0.19254658385093168,0.09937888198757763,71.82283842522806,0.2361111111111111
89,5,rectangle_java2.jpg,Java,medium,0,A,0.8705357142857143,0.8928571428571429,0.6160714285714286,0.24107142857142858,0.13839285714285715,68.0485159366805,0.2708333333333333
89,2,vehicle_java2.jpg,Java,medium,0,B,0.868421052631579,0.916267942583732,0.7033492822966507,0.18181818181818182,0.10047846889952153,71.19610581151389,0.35714285714285715
154,5,rectangle_java2.jpg,Java,low,1,A,0.8323863636363636,0.8664772727272727,0.6335227272727273,0.24147727272727273,0.11079545454545454,57.869790688573936,0.2638888888888889
154,2,vehicle_java2.jpg,Java,low,0,B,0.7511627906976744,0.813953488372093,0.5302325581395348,0.25116279069767444,0.06744186046511629,73.39893146822381,0.33035714285714285
42,5,rectangle_java2.jpg,Java,high,1,A,0.7446808510638298,0.8297872340425532,0.5319148936170213,0.19148936170212766,0.0425531914893617,78.94149230504199,0.1597222222222222
42,2,vehicle_java2.jpg,Java,high,0,B,0.6964285714285714,0.8214285714285714,0.5267857142857143,0.19642857142857142,0.026785714285714284,107.03156735839043,0.25892857142857145
162,2,rectangle_java.jpg,Java,low,1,A,0.7424242424242424,0.8446969696969697,0.5416666666666666,0.24621212121212122,0.0946969696969697,95.90087587979949,0.2569444444444444
74,5,vehicle_java2.jpg,Java,high,1,B,0.8041237113402062,0.8969072164948454,0.6288659793814433,0.17525773195876287,0.08247422680412371,77.3966874180805,0.22321428571428573
74,2,rectangle_java2.jpg,Java,high,1,A,0.83,0.89,0.54,0.24,0.14,80.96951314974388,0.19444444444444445
196,2,vehicle_java2.jpg,Java,low,0,B,0.7091836734693877,0.8010204081632653,0.5153061224489796,0.27040816326530615,0.07653061224489796,75.01346520715568,0.30357142857142855
196,5,rectangle_java2.jpg,Java,low,0,A,0.7722772277227723,0.8151815181518152,0.4884488448844885,0.3102310231023102,0.12871287128712872,90.04308833894734,0.2847222222222222
80,2,vehicle_java.jpg,Java,high,0,B,0.5421686746987951,0.7108433734939759,0.3373493975903614,0.3373493975903614,0.060240963855421686,158.74558349632,0.19642857142857142
80,5,rectangle_java.jpg,Java,high,0,A,0.5698924731182796,0.6881720430107527,0.23655913978494625,0.43010752688172044,0.12903225806451613,146.3391229255112,0.19444444444444445
191,2,vehicle_java2.jpg,Java,medium,1,B,0.8137651821862348,0.8744939271255061,0.5668016194331984,0.242914979757085,0.1214574898785425,80.27763688477515,0.33035714285714285
87,2,rectangle_java2.jpg,Java,high,0,A,0.8185654008438819,0.8607594936708861,0.5611814345991561,0.27848101265822783,0.14345991561181434,76.33524542391366,0.2708333333333333
87,5,vehicle_java2.jpg,Java,high,1,B,0.9007936507936508,0.9325396825396826,0.6746031746031746,0.2261904761904762,0.1626984126984127,57.97721838305592,0.29464285714285715
73,2,vehicle_java2.jpg,Java,medium,0,B,0.7418397626112759,0.8308605341246291,0.5905044510385756,0.24925816023738873,0.0830860534124629,69.63760810900806,0.24107142857142858
73,5,rectangle_java2.jpg,Java,medium,1,A,0.7962962962962963,0.8444444444444444,0.5296296296296297,0.2962962962962963,0.14444444444444443,86.59207294817692,0.2638888888888889
37,5,vehicle_java2.jpg,Java,low,1,B,0.7945736434108527,0.8449612403100775,0.5503875968992248,0.26356589147286824,0.1124031007751938,62.441072376561415,0.2767857142857143
37,2,rectangle_java2.jpg,Java,low,0,A,0.7935779816513762,0.8440366972477065,0.555045871559633,0.25229357798165136,0.10091743119266056,55.953270450318215,0.24305555555555555
121,5,rectangle_java2.jpg,Java,medium,1,A,0.751412429378531,0.8022598870056498,0.5536723163841808,0.2598870056497175,0.06779661016949153,53.42321389070832,0.2569444444444444
30,2,vehicle_java2.jpg,Java,none,0,B,0.7777777777777778,0.837037037037037,0.562962962962963,0.2,0.044444444444444446,68.97691921854438,0.25
30,5,rectangle_java2.jpg,Java,none,0,A,0.821917808219178,0.8561643835616438,0.5616438356164384,0.2465753424657534,0.1095890410958904,77.64914009379702,0.20833333333333334
126,5,rectangle_java2.jpg,Java,high,1,A,0.8187919463087249,0.8489932885906041,0.5268456375838926,0.2651006711409396,0.1174496644295302,58.416370141037454,0.3055555555555556
126,2,vehicle_java2.jpg,Java,high,1,B,0.7523510971786834,0.8181818181818182,0.5297805642633229,0.2664576802507837,0.0877742946708464,87.84120659463673,0.35714285714285715
110,5,vehicle_java2.jpg,Java,medium,0,B,0.8861788617886179,0.926829268292683,0.6585365853658537,0.16260162601626016,0.0975609756097561,61.475221106947416,0.29464285714285715
110,2,rectangle_java2.jpg,Java,medium,0,A,0.8620689655172413,0.896551724137931,0.6689655172413793,0.18620689655172415,0.0896551724137931,60.0437013104093,0.2222222222222222
128,2,rectangle_java2.jpg,Java,medium,1,A,0.8148148148148148,0.8600823045267489,0.5802469135802469,0.22633744855967078,0.09053497942386832,70.86074165935617,0.2847222222222222
128,5,vehicle_java2.jpg,Java,medium,0,B,0.8275862068965517,0.8864097363083164,0.6125760649087221,0.23123732251521298,0.11967545638945233,65.21621836315917,0.3392857142857143
117,5,rectangle_java2.jpg,Java,medium,1,A,0.7575757575757576,0.8316498316498316,0.5016835016835017,0.32996632996632996,0.16498316498316498,70.63602073170618,0.2777777777777778
117,2,vehicle_java2.jpg,Java,medium,1,B,0.8271604938271605,0.8888888888888888,0.6255144032921811,0.2139917695473251,0.10699588477366255,83.37718041540697,0.2857142857142857
3,2,vehicle_java2.jpg,Java,none,0,B,0.8516483516483516,0.8901098901098901,0.6593406593406593,0.17582417582417584,0.07142857142857142,56.86895650443759,0.2767857142857143
3,5,rectangle_java2.jpg,Java,none,1,A,0.8507462686567164,0.8656716417910447,0.5746268656716418,0.23134328358208955,0.1044776119402985,57.85867484898239,0.24305555555555555
143,5,rectangle_java2.jpg,Java,high,1,A,0.6595744680851063,0.776595744680851,0.4148936170212766,0.32978723404255317,0.11702127659574468,92.23282787155777,0.2361111111111111
143,2,vehicle_java2.jpg,Java,high,0,B,0.75,0.8333333333333334,0.5757575757575758,0.23484848484848486,0.07575757575757576,98.51580781104805,0.25892857142857145
55,5,vehicle_java2.jpg,Java,medium,0,B,0.8235294117647058,0.8770053475935828,0.6283422459893048,0.232620320855615,0.11229946524064172,59.01236218998858,0.25
