Participant,Trial,code_file,Programming_Language,Expertise,Comprehension_Result,Complexity,Vertical_Next_Text,Vertical_Later_Text,Horizontal_Later_Text,Regression_Rate,Line_Regression_Rate,Saccade_Length,Element_Coverage,Story_Order_Naive_Score,Story_Order_Dynamic_Score,Story_Order_Dynamic_Repetitions,Execution_Order_Naive_Score,Execution_Order_Dynamic_Score,Execution_Order_Dynamic_Repetitions
154,2,vehicle_java2.jpg,Java,low,0,B,0.7511627906976744,0.813953488372093,0.5302325581395348,0.2511627906976744,0.0674418604651162,73.39893146822381,0.3303571428571428,-266,-191,3,-277,-209,5
42,5,rectangle_java2.jpg,Java,high,1,A,0.7446808510638298,0.8297872340425532,0.5319148936170213,0.1914893617021276,0.0425531914893617,78.94149230504199,0.1597222222222222,12,12,1,-23,-23,1
42,2,vehicle_java2.jpg,Java,high,0,B,0.6964285714285714,0.8214285714285714,0.5267857142857143,0.1964285714285714,0.0267857142857142,107.03156735839045,0.2589285714285714,-43,-23,2,-44,-37,2
162,2,rectangle_java.jpg,Java,low,1,A,0.7424242424242424,0.8446969696969697,0.5416666666666666,0.2462121212121212,0.0946969696969697,95.90087587979949,0.2569444444444444,-126,-67,4,-114,-94,3
74,5,vehicle_java2.jpg,Java,high,1,B,0.8041237113402062,0.8969072164948454,0.6288659793814433,0.1752577319587628,0.0824742268041237,77.3966874180805,0.2232142857142857,-7,-7,1,-11,-11,1
74,2,rectangle_java2.jpg,Java,high,1,A,0.83,0.89,0.54,0.24,0.14,80.96951314974388,0.1944444444444444,1,1,1,-22,-22,1
196,2,vehicle_java2.jpg,Java,low,0,B,0.7091836734693877,0.8010204081632653,0.5153061224489796,0.2704081632653061,0.0765306122448979,75.01346520715568,0.3035714285714285,-87,-61,2,-111,-87,2
196,5,rectangle_java2.jpg,Java,low,0,A,0.7722772277227723,0.8151815181518152,0.4884488448844885,0.3102310231023102,0.1287128712871287,90.04308833894734,0.2847222222222222,-172,-128,5,-165,-111,3
80,2,vehicle_java.jpg,Java,high,0,B,0.5421686746987951,0.7108433734939759,0.3373493975903614,0.3373493975903614,0.0602409638554216,158.74558349632,0.1964285714285714,-60,-36,2,-61,-53,2
80,5,rectangle_java.jpg,Java,high,0,A,0.5698924731182796,0.6881720430107527,0.2365591397849462,0.4301075268817204,0.1290322580645161,146.3391229255112,0.1944444444444444,-64,-56,3,-75,-61,2
191,2,vehicle_java2.jpg,Java,medium,1,B,0.8137651821862348,0.8744939271255061,0.5668016194331984,0.242914979757085,0.1214574898785425,80.27763688477515,0.3303571428571428,-80,-80,1,-103,-96,2
87,2,rectangle_java2.jpg,Java,high,0,A,0.8185654008438819,0.8607594936708861,0.5611814345991561,0.2784810126582278,0.1434599156118143,76.33524542391366,0.2708333333333333,-74,-74,1,-99,-99,1
87,5,vehicle_java2.jpg,Java,high,1,B,0.9007936507936508,0.9325396825396826,0.6746031746031746,0.2261904761904762,0.1626984126984127,57.97721838305592,0.2946428571428571,-10,-10,1,-32,-32,1
73,2,vehicle_java2.jpg,Java,medium,0,B,0.7418397626112759,0.8308605341246291,0.5905044510385756,0.2492581602373887,0.0830860534124629,69.63760810900806,0.2410714285714285,-165,-132,3,-177,-146,4
73,5,rectangle_java2.jpg,Java,medium,1,A,0.7962962962962963,0.8444444444444444,0.5296296296296297,0.2962962962962963,0.1444444444444444,86.59207294817692,0.2638888888888889,-116,-92,3,-115,-114,2
37,5,vehicle_java2.jpg,Java,low,1,B,0.7945736434108527,0.8449612403100775,0.5503875968992248,0.2635658914728682,0.1124031007751938,62.441072376561415,0.2767857142857143,-106,-69,2,-117,-93,2
37,2,rectangle_java2.jpg,Java,low,0,A,0.7935779816513762,0.8440366972477065,0.555045871559633,0.2522935779816513,0.1009174311926605,55.953270450318215,0.2430555555555555,-78,-60,2,-80,-75,2
121,5,rectangle_java2.jpg,Java,medium,1,A,0.751412429378531,0.8022598870056498,0.5536723163841808,0.2598870056497175,0.0677966101694915,53.42321389070832,0.2569444444444444,-82,-70,2,-77,-77,1
30,2,vehicle_java2.jpg,Java,none,0,B,0.7777777777777778,0.837037037037037,0.562962962962963,0.2,0.0444444444444444,68.97691921854438,0.25,-35,-35,1,-58,-58,1
30,5,rectangle_java2.jpg,Java,none,0,A,0.821917808219178,0.8561643835616438,0.5616438356164384,0.2465753424657534,0.1095890410958904,77.64914009379702,0.2083333333333333,-48,-48,1,-72,-72,1
126,5,rectangle_java2.jpg,Java,high,1,A,0.8187919463087249,0.8489932885906041,0.5268456375838926,0.2651006711409396,0.1174496644295302,58.416370141037454,0.3055555555555556,-140,-77,2,-121,-121,1
126,2,vehicle_java2.jpg,Java,high,1,B,0.7523510971786834,0.8181818181818182,0.5297805642633229,0.2664576802507837,0.0877742946708464,87.84120659463673,0.3571428571428571,-178,-110,3,-181,-140,3
110,5,vehicle_java2.jpg,Java,medium,0,B,0.8861788617886179,0.926829268292683,0.6585365853658537,0.1626016260162601,0.0975609756097561,61.475221106947416,0.2946428571428571,10,10,1,-12,-12,1
110,2,rectangle_java2.jpg,Java,medium,0,A,0.8620689655172413,0.896551724137931,0.6689655172413793,0.1862068965517241,0.0896551724137931,60.0437013104093,0.2222222222222222,-11,-11,1,-27,-27,1
128,2,rectangle_java2.jpg,Java,medium,1,A,0.8148148148148148,0.8600823045267489,0.5802469135802469,0.2263374485596707,0.0905349794238683,70.86074165935617,0.2847222222222222,-88,-63,3,-81,-81,1
128,5,vehicle_java2.jpg,Java,medium,0,B,0.8275862068965517,0.8864097363083164,0.6125760649087221,0.2312373225152129,0.1196754563894523,65.21621836315917,0.3392857142857143,-190,-100,4,-196,-118,4
117,5,rectangle_java2.jpg,Java,medium,1,A,0.7575757575757576,0.8316498316498316,0.5016835016835017,0.3299663299663299,0.1649831649831649,70.63602073170618,0.2777777777777778,-139,-98,3,-138,-113,2
117,2,vehicle_java2.jpg,Java,medium,1,B,0.8271604938271605,0.8888888888888888,0.6255144032921811,0.2139917695473251,0.1069958847736625,83.37718041540697,0.2857142857142857,-69,-42,2,-85,-68,2
3,2,vehicle_java2.jpg,Java,none,0,B,0.8516483516483516,0.8901098901098901,0.6593406593406593,0.1758241758241758,0.0714285714285714,56.86895650443759,0.2767857142857143,-45,-45,1,-62,-62,1
3,5,rectangle_java2.jpg,Java,none,1,A,0.8507462686567164,0.8656716417910447,0.5746268656716418,0.2313432835820895,0.1044776119402985,57.85867484898239,0.2430555555555555,-27,-27,1,-56,-56,1
143,5,rectangle_java2.jpg,Java,high,1,A,0.6595744680851063,0.776595744680851,0.4148936170212766,0.3297872340425531,0.1170212765957446,92.23282787155776,0.2361111111111111,-40,-36,2,-56,-56,1
143,2,vehicle_java2.jpg,Java,high,0,B,0.75,0.8333333333333334,0.5757575757575758,0.2348484848484848,0.0757575757575757,98.51580781104803,0.2589285714285714,-18,-18,1,-41,-41,1
55,5,vehicle_java2.jpg,Java,medium,0,B,0.8235294117647058,0.8770053475935828,0.6283422459893048,0.232620320855615,0.1122994652406417,59.01236218998858,0.25,-134,-134,1,-143,-139,2
55,2,rectangle_java2.jpg,Java,medium,1,A,0.8663239074550129,0.9023136246786632,0.5938303341902313,0.2879177377892031,0.1928020565552699,59.874360572517,0.3055555555555556,-94,-84,3,-93,-80,2
4,2,rectangle_java2.jpg,Java,medium,1,A,0.7892156862745098,0.8333333333333334,0.5196078431372549,0.2990196078431372,0.1372549019607843,72.8666530041462,0.2638888888888889,-68,-62,2,-85,-82,2
4,5,vehicle_java2.jpg,Java,medium,0,B,0.8125,0.85,0.5625,0.2458333333333333,0.1,60.53316523089997,0.2589285714285714,-97,-95,2,-118,-118,1
99,5,vehicle_java2.jpg,Java,high,0,B,0.8378378378378378,0.8918918918918919,0.5945945945945946,0.2195945945945946,0.1148648648648648,56.27203305246552,0.2946428571428571,-104,-42,3,-122,-65,3
99,2,rectangle_java2.jpg,Java,high,1,A,0.791907514450867,0.8323699421965318,0.5549132947976878,0.2485549132947976,0.0867052023121387,70.52582165180327,0.2569444444444444,-71,-67,2,-75,-68,2
186,2,rectangle_java2.jpg,Java,medium,1,A,0.8296943231441049,0.8820960698689956,0.6069868995633187,0.2270742358078602,0.1135371179039301,61.32660075447997,0.2777777777777778,-74,-44,2,-80,-80,1
172,2,vehicle_java2.jpg,Java,low,1,B,0.8620689655172413,0.9195402298850576,0.6206896551724138,0.1954022988505747,0.1206896551724138,65.94754752189165,0.2946428571428571,-13,30,2,-30,-3,2
64,5,rectangle_java2.jpg,Java,medium,1,A,0.7588075880758808,0.8184281842818428,0.4986449864498645,0.2899728997289973,0.1111111111111111,76.20557684722961,0.2916666666666667,-216,-82,5,-197,-119,4
64,2,vehicle_java2.jpg,Java,medium,0,B,0.7550675675675675,0.8445945945945946,0.5675675675675675,0.2314189189189189,0.0777027027027027,84.97339517711669,0.3660714285714285,-334,-176,7,-345,-222,5
175,2,rectangle_python.jpg,Python,medium,1,A,0.7037037037037037,0.7870370370370371,0.5092592592592593,0.2685185185185185,0.0648148148148148,72.08630030419377,0.2765957446808511,-39,-39,1,-56,-56,1
63,5,rectangle_java.jpg,Java,medium,1,A,0.7935943060498221,0.8434163701067615,0.5480427046263345,0.2597864768683274,0.1067615658362989,86.78233437722011,0.2777777777777778,-122,-87,2,-121,-106,2
63,2,vehicle_java.jpg,Java,medium,0,B,0.8076923076923077,0.8615384615384616,0.5807692307692308,0.2461538461538461,0.1115384615384615,90.75601790840923,0.3035714285714285,-92,-85,2,-115,-100,2
181,2,rectangle_java2.jpg,Java,none,0,A,0.9148936170212766,0.925531914893617,0.723404255319149,0.1170212765957446,0.0531914893617021,64.5099478418349,0.2291666666666666,11,11,1,-28,-28,1
181,5,vehicle_java2.jpg,Java,none,0,B,0.8802816901408451,0.9154929577464788,0.6549295774647887,0.176056338028169,0.0985915492957746,48.62032913516186,0.25,-3,-3,1,-17,-17,1
97,2,vehicle_java2.jpg,Java,medium,0,B,0.8821428571428571,0.9214285714285714,0.6785714285714286,0.175,0.1,63.7300834518008,0.3035714285714285,-50,-30,2,-74,-46,2
97,5,rectangle_java2.jpg,Java,medium,1,A,0.8304347826086956,0.8565217391304348,0.5521739130434783,0.2391304347826087,0.1,82.97566885750655,0.2708333333333333,-88,-67,2,-95,-92,2
116,2,vehicle_java2.jpg,Java,low,0,B,0.9305555555555556,0.9537037037037036,0.7361111111111112,0.1527777777777778,0.1111111111111111,61.95667104202681,0.3214285714285714,10,10,1,-11,-11,1
38,2,rectangle_java2.jpg,Java,none,0,A,0.783410138248848,0.8387096774193549,0.5576036866359447,0.2442396313364055,0.0875576036866359,64.83870029011653,0.2152777777777778,-94,-66,4,-88,-67,2
118,5,vehicle_java.jpg,Java,high,1,B,0.7807017543859649,0.868421052631579,0.5087719298245614,0.2807017543859649,0.1578947368421052,116.18390727283035,0.2321428571428571,-15,-15,1,-31,-31,1
31,2,rectangle_java2.jpg,Java,medium,1,A,0.8172043010752689,0.8745519713261649,0.5949820788530465,0.2508960573476702,0.1290322580645161,67.30843905401682,0.2916666666666667,-89,-65,2,-108,-108,1
31,5,vehicle_java2.jpg,Java,medium,0,B,0.8446969696969697,0.8939393939393939,0.6628787878787878,0.1856060606060606,0.0833333333333333,56.32164067291449,0.2857142857142857,-61,-61,1,-84,-84,1
120,2,rectangle_java.jpg,Java,medium,0,A,0.8384279475982532,0.8777292576419214,0.6069868995633187,0.2358078602620087,0.1179039301310043,83.7060576908751,0.2569444444444444,-62,-38,2,-62,-61,2
36,5,vehicle_java.jpg,Java,none,0,B,0.7933884297520661,0.859504132231405,0.5371900826446281,0.2314049586776859,0.0991735537190082,79.23966264168932,0.2678571428571428,-15,-15,1,-32,-32,1
36,2,rectangle_java.jpg,Java,none,0,A,0.8478260869565217,0.8913043478260869,0.5760869565217391,0.2717391304347826,0.1739130434782608,83.28704270719338,0.1875,-1,-1,1,-32,-32,1
96,5,rectangle_java2.jpg,Java,low,1,A,0.7443946188340808,0.8340807174887892,0.547085201793722,0.2690582959641255,0.1076233183856502,85.72454399775813,0.2569444444444444,-88,-70,4,-92,-67,2
96,2,vehicle_java2.jpg,Java,low,0,B,0.8658536585365854,0.9146341463414634,0.6747967479674797,0.1788617886178861,0.0975609756097561,62.98413723102322,0.2857142857142857,-32,-32,1,-55,-53,2
180,2,vehicle_java2.jpg,Java,low,1,B,0.759493670886076,0.8417721518987342,0.5189873417721519,0.2531645569620253,0.1012658227848101,82.82400160682481,0.2857142857142857,-53,-35,2,-69,-49,2
180,5,rectangle_java2.jpg,Java,low,1,A,0.8205128205128205,0.8846153846153846,0.5705128205128205,0.2307692307692307,0.1217948717948717,71.84648843231294,0.2430555555555555,-24,-4,2,-28,-28,1
62,5,vehicle_java.jpg,Java,medium,0,B,0.8,0.91,0.61,0.11,0.03,72.6192816780876,0.1875,0,-9,2,-25,-25,1
62,2,rectangle_java.jpg,Java,medium,1,A,0.8832116788321168,0.9197080291970804,0.6496350364963503,0.1678832116788321,0.0948905109489051,77.65716215472312,0.2291666666666666,-5,-1,2,-24,-24,1
65,5,vehicle_java.jpg,Java,low,0,B,0.7070707070707071,0.8181818181818182,0.4444444444444444,0.2525252525252525,0.0808080808080808,97.0492867173102,0.2053571428571428,-30,-30,1,-44,-44,1
65,2,rectangle_java.jpg,Java,low,0,A,0.64,0.78,0.34,0.3,0.1,147.02493969907067,0.1041666666666666,-7,-7,1,-19,-19,1
91,5,rectangle_java2.jpg,Java,medium,1,A,0.9154929577464788,0.9366197183098592,0.5985915492957746,0.2605633802816901,0.204225352112676,59.26457085973576,0.2291666666666666,8,8,1,-29,-29,1
91,2,vehicle_java2.jpg,Java,medium,1,B,0.8080357142857143,0.8705357142857143,0.5848214285714286,0.2544642857142857,0.1294642857142857,87.32704664931313,0.3214285714285714,-55,-55,1,-78,-66,2
53,2,rectangle_java.jpg,Java,medium,1,A,0.6936416184971098,0.7976878612716763,0.4624277456647399,0.2947976878612717,0.0982658959537572,100.24573105367304,0.2569444444444444,-92,-58,3,-80,-70,2
53,5,vehicle_java.jpg,Java,medium,1,B,0.7293233082706767,0.8045112781954887,0.5263157894736842,0.2781954887218045,0.0902255639097744,90.87496589442928,0.1875,-41,-41,1,-57,-57,1
145,2,rectangle_java2.jpg,Java,medium,1,A,0.7527472527472527,0.8131868131868132,0.5274725274725275,0.2582417582417582,0.0769230769230769,60.15129767742319,0.2430555555555555,-78,-78,1,-101,-101,1
145,5,vehicle_java2.jpg,Java,medium,0,B,0.8221343873517787,0.8695652173913043,0.5810276679841897,0.2213438735177865,0.0948616600790513,54.211738693102966,0.3125,-86,-55,2,-101,-82,2
5,5,vehicle_java2.jpg,Java,low,0,B,0.8484848484848485,0.896969696969697,0.6181818181818182,0.1878787878787878,0.0909090909090909,66.50177210035814,0.3214285714285714,-31,-31,1,-55,-40,2
5,2,rectangle_java2.jpg,Java,low,1,A,0.7914438502673797,0.8449197860962567,0.5454545454545454,0.2620320855614973,0.1122994652406417,76.48976952556988,0.2638888888888889,-62,-55,3,-61,-51,2
54,5,rectangle_java.jpg,Java,medium,1,A,0.7284345047923323,0.8178913738019169,0.5079872204472844,0.3099041533546325,0.1309904153354632,108.30079182703346,0.2916666666666667,-166,-115,4,-166,-141,3
54,2,vehicle_java.jpg,Java,medium,0,B,0.8068965517241379,0.8758620689655172,0.6689655172413793,0.1655172413793103,0.0482758620689655,93.0229178105986,0.2589285714285714,-17,-17,1,-40,-40,1
142,2,vehicle_java2.jpg,Java,medium,0,B,0.820627802690583,0.874439461883408,0.6188340807174888,0.2197309417040358,0.0986547085201793,62.68023663322055,0.3303571428571428,-52,-52,1,-75,-74,2
142,5,rectangle_java2.jpg,Java,medium,1,A,0.8218390804597702,0.8706896551724138,0.5977011494252874,0.2557471264367816,0.1293103448275862,62.79049287073986,0.2708333333333333,-131,-78,4,-107,-91,3
189,5,rectangle_java2.jpg,Java,medium,0,A,0.8715083798882681,0.905027932960894,0.6759776536312849,0.2067039106145251,0.1173184357541899,62.355115779932994,0.2361111111111111,-9,-9,1,-34,-34,1
189,2,vehicle_java2.jpg,Java,medium,1,B,0.8,0.9,0.6818181818181818,0.1363636363636363,0.0454545454545454,68.37706573543957,0.2410714285714285,4,4,1,-12,-12,1
202,2,vehicle_java.jpg,Java,medium,0,B,0.7577319587628866,0.8247422680412371,0.5481099656357389,0.2663230240549828,0.0927835051546391,97.12456975567918,0.3392857142857143,-344,-267,5,-349,-298,5
202,5,rectangle_java.jpg,Java,medium,1,A,0.8359788359788359,0.8624338624338624,0.5925925925925926,0.2539682539682539,0.1216931216931216,80.78971688257886,0.2361111111111111,-62,-51,2,-77,-77,1
204,5,rectangle_java.jpg,Java,low,0,A,0.7714285714285715,0.8571428571428571,0.5142857142857142,0.1714285714285714,0.0571428571428571,130.03225084439373,0.1111111111111111,8,8,1,-29,-29,1
204,2,vehicle_java.jpg,Java,low,0,B,0.52,0.72,0.32,0.28,0.04,125.91458437141436,0.0892857142857142,-14,-14,1,-24,-24,1
203,2,rectangle_java.jpg,Java,medium,0,A,0.6632653061224489,0.7755102040816326,0.4795918367346938,0.3265306122448979,0.1122448979591836,112.34561712821642,0.1736111111111111,-45,-43,2,-47,-47,1
203,5,vehicle_java.jpg,Java,medium,0,B,0.6153846153846154,0.75,0.3653846153846153,0.3269230769230769,0.0961538461538461,114.3070523779314,0.1875,-17,-17,1,-29,-29,1
210,2,vehicle_java2.jpg,Java,high,0,B,0.8043478260869565,0.8623188405797102,0.5797101449275363,0.2101449275362318,0.0797101449275362,76.01868192239355,0.2678571428571428,-27,-27,1,-49,-49,1
210,5,rectangle_java2.jpg,Java,high,1,A,0.8099173553719008,0.8677685950413223,0.5785123966942148,0.1983471074380165,0.0743801652892562,61.39452957990473,0.1944444444444444,-14,-14,1,-38,-38,1
216,2,vehicle_java2.jpg,Java,none,0,B,0.69,0.8,0.45,0.31,0.12,96.85466524472946,0.1964285714285714,-37,-37,1,-47,-47,1
211,5,vehicle_java2.jpg,Java,medium,0,B,0.8679245283018868,0.9009433962264152,0.7122641509433962,0.160377358490566,0.0660377358490566,55.1783503196944,0.2857142857142857,-33,-33,1,-52,-52,1
211,2,rectangle_java2.jpg,Java,medium,1,A,0.9121621621621622,0.9256756756756755,0.7398648648648649,0.1689189189189189,0.0979729729729729,45.636408909463725,0.2777777777777778,-24,-24,1,-31,-31,1
49,2,rectangle_python.jpg,Python,medium,1,A,0.7425742574257426,0.8514851485148515,0.5148514851485149,0.2673267326732673,0.1287128712871287,113.66761014983436,0.2659574468085106,-14,12,3,-19,-5,2
82,5,rectangle_java2.jpg,Java,high,1,A,0.8181818181818182,0.8770053475935828,0.5721925133689839,0.2727272727272727,0.1550802139037433,79.48758832032597,0.2430555555555555,-42,-27,2,-35,-35,1
82,2,vehicle_java2.jpg,Java,high,0,B,0.788,0.872,0.6,0.236,0.112,85.7078131922297,0.2589285714285714,-70,-62,3,-87,-72,2
194,2,rectangle_java.jpg,Java,medium,1,A,0.8153241650294696,0.8703339882121808,0.5893909626719057,0.2475442043222004,0.1198428290766208,90.64091915171116,0.2986111111111111,-224,-109,5,-202,-143,4
158,2,rectangle_java2.jpg,Java,high,1,A,0.7635467980295566,0.8374384236453202,0.6059113300492611,0.2216748768472906,0.064039408866995,71.19248822516697,0.2569444444444444,-62,-54,2,-64,-53,2
158,5,vehicle_java2.jpg,Java,high,0,B,0.8461538461538461,0.8986013986013986,0.6713286713286714,0.1993006993006993,0.1013986013986013,59.387367557038864,0.2589285714285714,-62,-47,2,-79,-63,2
71,2,rectangle_java.jpg,Java,low,0,A,0.6966292134831461,0.8089887640449438,0.4831460674157303,0.2808988764044944,0.1011235955056179,120.05709382893832,0.1805555555555555,-34,-34,1,-32,-32,1
78,5,rectangle_java2.jpg,Java,low,0,A,0.8969957081545065,0.9184549356223176,0.6437768240343348,0.2145922746781116,0.1373390557939914,62.24188681914159,0.2638888888888889,-36,-24,2,-42,-42,1
78,2,vehicle_java2.jpg,Java,low,0,B,0.8404255319148937,0.9148936170212766,0.6063829787234043,0.202127659574468,0.1276595744680851,79.9631410572119,0.25,15,15,1,-2,-2,1
47,5,rectangle_python.jpg,Python,medium,1,A,0.7282608695652174,0.8260869565217391,0.5108695652173914,0.2608695652173913,0.0978260869565217,101.61763146824346,0.2872340425531915,-14,-9,2,-24,-22,2
151,5,vehicle_java2.jpg,Java,high,0,B,0.7965299684542587,0.8485804416403786,0.6198738170347003,0.2318611987381703,0.0820189274447949,61.64401188719789,0.3125,-298,-233,4,-321,-250,4
151,2,rectangle_java2.jpg,Java,high,1,A,0.8228346456692913,0.8464566929133859,0.610236220472441,0.2283464566929134,0.076771653543307,49.23311276019746,0.2916666666666667,-246,-213,3,-239,-210,3
169,2,vehicle_java.jpg,Java,medium,0,B,0.73125,0.825,0.5125,0.225,0.05625,88.35132183158682,0.2232142857142857,-64,-23,2,-87,-59,2
169,5,rectangle_java.jpg,Java,medium,1,A,0.7216494845360825,0.8075601374570447,0.4776632302405498,0.2955326460481099,0.1065292096219931,99.8858616123012,0.2847222222222222,-170,-82,5,-152,-110,3
40,2,rectangle_java.jpg,Java,medium,1,A,0.797752808988764,0.8595505617977528,0.5842696629213483,0.2808988764044944,0.146067415730337,102.3479938600424,0.2361111111111111,-44,-44,1,-63,-55,2
40,5,vehicle_java.jpg,Java,medium,0,B,0.7371428571428571,0.8514285714285714,0.5542857142857143,0.2342857142857143,0.0914285714285714,107.60765921461412,0.2946428571428571,-57,-43,2,-81,-62,2
14,2,rectangle_java2.jpg,Java,medium,1,A,0.8280254777070064,0.8726114649681529,0.5796178343949044,0.2547770700636942,0.1337579617834395,70.37119804324915,0.2569444444444444,-31,-31,1,-56,-56,1
105,2,rectangle_java2.jpg,Java,high,1,A,0.8235294117647058,0.875,0.625,0.1838235294117647,0.0661764705882353,70.51689161723347,0.1944444444444444,-32,-31,2,-62,-62,1
105,5,vehicle_java2.jpg,Java,high,0,B,0.8433734939759037,0.891566265060241,0.6746987951807228,0.1746987951807229,0.072289156626506,49.27596302605345,0.2410714285714285,-24,-24,1,-46,-46,1
13,2,rectangle_java2.jpg,Java,medium,1,A,0.8196078431372549,0.8588235294117647,0.5294117647058824,0.2784313725490196,0.1411764705882353,73.17994364113156,0.2569444444444444,-108,-67,3,-115,-107,2
13,5,vehicle_java2.jpg,Java,medium,0,B,0.7771739130434783,0.8496376811594203,0.5670289855072463,0.2300724637681159,0.0815217391304347,73.26907431404415,0.3125,-308,-241,5,-319,-257,5
133,5,vehicle_java2.jpg,Java,medium,0,B,0.8277153558052435,0.8838951310861424,0.5880149812734082,0.2209737827715356,0.1086142322097378,70.84000351127122,0.3392857142857143,-83,-63,3,-106,-68,3
25,2,rectangle_java2.jpg,Java,medium,1,A,0.8287292817679558,0.8701657458563536,0.5828729281767956,0.2486187845303867,0.1215469613259668,63.04883604132307,0.2916666666666667,-142,-94,4,-148,-132,2
25,5,vehicle_java2.jpg,Java,medium,0,B,0.8116438356164384,0.8698630136986302,0.6027397260273972,0.2363013698630137,0.1095890410958904,59.02843963538484,0.2857142857142857,-100,-86,2,-123,-98,2
168,2,rectangle_java2.jpg,Java,medium,0,A,0.7923387096774194,0.8528225806451613,0.5745967741935484,0.2741935483870967,0.1290322580645161,74.30981585786974,0.3055555555555556,-228,-156,3,-209,-159,4
168,5,vehicle_java2.jpg,Java,medium,0,B,0.782608695652174,0.8616600790513834,0.5810276679841897,0.2371541501976284,0.1027667984189723,89.52121575731393,0.3214285714285714,-93,-55,3,-103,-78,2
41,5,vehicle_java2.jpg,Java,high,1,B,0.8468468468468469,0.8888888888888888,0.6336336336336337,0.2162162162162162,0.1081081081081081,58.796274657598914,0.3392857142857143,-98,-89,2,-121,-113,2
41,2,rectangle_java2.jpg,Java,high,1,A,0.8364779874213837,0.8710691823899371,0.5943396226415094,0.2515723270440251,0.1257861635220125,60.95631562432439,0.2638888888888889,-106,-100,3,-110,-99,2
79,2,vehicle_java2.jpg,Java,medium,1,B,0.8451612903225807,0.8838709677419355,0.6258064516129033,0.1806451612903225,0.0677419354838709,57.12183613051781,0.2946428571428571,-110,-51,3,-122,-84,3
79,5,rectangle_java2.jpg,Java,medium,1,A,0.8712121212121212,0.9015151515151516,0.6401515151515151,0.1931818181818181,0.0984848484848484,60.47780910425895,0.2847222222222222,-66,-9,3,-41,-41,1
192,2,rectangle_java.jpg,Java,medium,0,A,0.8344155844155844,0.8798701298701299,0.6363636363636364,0.2142857142857142,0.0974025974025974,73.78013296011137,0.2708333333333333,-100,-59,3,-100,-89,2
192,5,vehicle_java.jpg,Java,medium,0,B,0.869281045751634,0.915032679738562,0.6862745098039216,0.1633986928104575,0.0849673202614379,95.42063630620908,0.2946428571428571,-7,-7,1,-27,-27,1
84,2,vehicle_java2.jpg,Java,medium,0,B,0.796812749003984,0.852589641434263,0.549800796812749,0.2629482071713147,0.1195219123505976,59.43867309359023,0.3303571428571428,-92,-85,2,-115,-104,2
84,5,rectangle_java2.jpg,Java,medium,1,A,0.7908745247148289,0.8593155893536122,0.5247148288973384,0.2623574144486692,0.1254752851711026,79.73776774792336,0.2291666666666666,-137,-90,4,-128,-84,3
166,5,vehicle_java.jpg,Java,medium,1,B,0.7475409836065574,0.8360655737704918,0.5311475409836065,0.2622950819672131,0.101639344262295,108.85384002033362,0.3571428571428571,-158,-114,4,-179,-140,4
70,5,vehicle_java2.jpg,Java,low,1,B,0.7906976744186046,0.8527131782945736,0.6046511627906976,0.2015503875968992,0.0620155038759689,61.9242309633677,0.2142857142857142,-34,-34,1,-48,-48,1
48,2,vehicle_java2.jpg,Java,high,0,B,0.835,0.89,0.62,0.23,0.125,65.31341387142727,0.2767857142857143,-35,-34,2,-58,-58,1
48,5,rectangle_java2.jpg,Java,high,1,A,0.8682170542635659,0.9069767441860463,0.627906976744186,0.2170542635658914,0.1317829457364341,68.76330239463198,0.1875,-3,-3,1,-33,-33,1
161,2,vehicle_python.jpg,Python,medium,0,B,0.7409638554216867,0.8253012048192772,0.536144578313253,0.216867469879518,0.0481927710843373,85.52535692328723,0.3142857142857143,-74,-15,3,-91,-35,3
77,5,rectangle_java2.jpg,Java,medium,1,A,0.7755681818181818,0.84375,0.5170454545454546,0.2897727272727273,0.1363636363636363,71.33823233384493,0.2569444444444444,-172,-115,3,-153,-130,2
77,2,vehicle_java2.jpg,Java,medium,0,B,0.8920308483290489,0.9203084832904884,0.6812339331619537,0.1928020565552699,0.1156812339331619,58.46360277943759,0.3392857142857143,-72,-56,2,-95,-83,3
83,5,rectangle_java2.jpg,Java,medium,0,A,0.7714285714285715,0.8485714285714285,0.5428571428571428,0.2742857142857143,0.1257142857142857,70.92079624399516,0.2916666666666667,-178,-112,4,-159,-126,3
83,2,vehicle_java2.jpg,Java,medium,1,B,0.8178913738019169,0.8722044728434505,0.6389776357827476,0.2140575079872204,0.0894568690095846,68.64303610376643,0.2767857142857143,-109,-96,3,-114,-107,3
135,2,rectangle_java2.jpg,Java,medium,0,A,0.7061855670103093,0.7731958762886598,0.4484536082474227,0.3092783505154639,0.0876288659793814,88.20740357715981,0.2569444444444444,-108,-96,2,-116,-110,2
135,5,vehicle_java2.jpg,Java,medium,0,B,0.6804123711340206,0.7972508591065293,0.4673539518900343,0.2886597938144329,0.0893470790378006,92.35293496860191,0.3214285714285714,-190,-151,3,-207,-181,3
24,5,rectangle_java2.jpg,Java,medium,0,A,0.8860103626943006,0.917098445595855,0.6839378238341969,0.1813471502590673,0.1036269430051813,58.84077984417925,0.2569444444444444,-17,-17,1,-30,-30,1
24,2,vehicle_java2.jpg,Java,medium,0,B,0.8413461538461539,0.8990384615384616,0.7019230769230769,0.1826923076923076,0.0865384615384615,57.827026284996194,0.3035714285714285,-34,-34,1,-40,-40,1
