Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity
7532,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13355167694,132,667.2181818,229.9048485,660,225,47,15,class,5,class,95,1,2,A
7533,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13356071537,212,691.4403774,219.0760377,660,225,47,15,class,5,class,95,1,2,A
7534,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13356443571,128,913.2840625,270.835625,914,262,5,16,",",1,class->block->decl_stmt,95,2,8,A
7535,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13356547594,100,916.4572,270.2116,914,262,5,16,",",1,class->block->decl_stmt,95,2,8,A
7536,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13356691588,132,744.6727272999999,271.57363639999994,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,95,2,2,A
7537,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13356787590,92,740.9765217,268.1295652,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,95,2,2,A
7538,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13356855590,64,741.56625,268.840625,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,95,2,2,A
7539,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13357127570,184,811.0586957,271.6813043,818,262,5,16,",",1,class->block->decl_stmt,95,2,4,A
7540,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13357343538,80,773.9485,297.6,740,297,86,16,Rectangle,9,class->block->constructor->name,95,3,2,A
7541,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13357495538,112,706.5485714,306.8564286,672,297,58,16,public,6,class->block->constructor->specifier,95,3,1,A
7542,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13357615524,60,708.64,299.7013333,672,297,58,16,public,6,class->block->constructor->specifier,95,3,1,A
7543,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13357699478,64,798.809375,311.890625,740,297,86,16,Rectangle,9,class->block->constructor->name,95,3,2,A
7544,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13357871304,168,806.7542857000001,297.3842857,740,297,86,16,Rectangle,9,class->block->constructor->name,95,3,2,A
7545,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13358003324,96,817.0316667000001,347.0595833,809,333,10,16,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,95,4,2,A
7546,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13358003324,96,817.0316667000001,347.0595833,829,333,19,16,x1,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,95,4,3,A
7547,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13358271403,148,944.4148649,309.5613514,943,297,27,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,95,3,7,A
7548,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13358351398,76,941.4784211,295.94789469999995,943,297,27,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,95,3,7,A
7549,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13358435396,60,887.8713332999998,301.0906667,894,297,18,16,x1,2,class->block->constructor->parameter_list->parameter->decl->type->name,95,3,5,A
7550,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13358575398,136,886.1588234999999,293.7929412,894,297,18,16,x1,2,class->block->constructor->parameter_list->parameter->decl->type->name,95,3,5,A
7551,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13359399384,96,1045.148333,292.2266667,1029,297,27,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,95,3,10,A
7552,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13359747301,68,1206.458235,292.4588235,1204,297,4,16,{,1,class->block->constructor->block,95,3,16,A
7553,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13360295366,64,822.315,346.339375,829,333,19,16,x1,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,95,4,3,A
7554,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13360359335,60,817.8933333,342.2586667,809,333,10,16,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,95,4,2,A
7555,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13360359335,60,817.8933333,342.2586667,829,333,19,16,x1,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,95,4,3,A
7556,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13360483281,120,812.0293333,331.655,809,333,10,16,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,95,4,2,A
7557,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13360643279,104,822.3773077000001,344.3011538,829,333,19,16,x1,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,95,4,3,A
7558,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13360703287,56,814.6014286000001,359.4921429,809,370,10,15,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,95,5,2,A
7559,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13361215275,92,859.4526087000002,420.9508696,859,407,5,14,;,1,class->block->constructor->block->block_content->expr_stmt,95,6,4,A
7560,2,21,rectangle_java2.jpg,rectangle_java2.jpg,13361575278,120,844.0186667000002,407.8753333,829,407,18,14,x2,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,95,6,3,A
