Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity
44363,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3528236451,140,808.828,204.0622857,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B
44364,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3528468476,188,766.6414894,153.4904255,719,143,48,16,class,5,class,85,1,2,B
44365,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3528468476,188,766.6414894,153.4904255,776,143,68,16,Vehicle,7,class->name,85,1,3,B
44366,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3529256343,192,689.2010417,136.7725,651,143,59,16,public,6,class->specifier,85,1,1,B
44367,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3529620385,180,764.1697778,189.6428889,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,85,2,1,B
44368,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3529800395,176,774.7297727000001,219.4963636,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B
44369,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3529888370,84,779.7990476,227.0185714,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B
44370,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530072335,148,740.687027,223.3810811,712,216,29,16,int,3,class->block->decl_stmt->decl->type->name,85,3,1,B
44371,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530072335,148,740.687027,223.3810811,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B
44372,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530192343,92,785.2173912999999,269.9295652,778,268,69,20,Vehicle,7,class->block->constructor->name,85,4,2,B
44373,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530408233,212,790.1767925,270.1875472,778,268,69,20,Vehicle,7,class->block->constructor->name,85,4,2,B
44374,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530488208,76,795.5389474,281.5447368,778,268,69,20,Vehicle,7,class->block->constructor->name,85,4,2,B
44375,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530768127,212,902.6926415,284.6475472,875,268,58,20,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,85,4,4,B
44376,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3530992175,168,933.102381,314.5266667,925,306,11,16,p,1,class->block->constructor->block->block_content->expr_stmt->expr->name->name,85,5,3,B
44377,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3531280268,68,904.0011765,277.5829412,875,268,58,20,String,6,class->block->constructor->parameter_list->parameter->decl->type->name,85,4,4,B
44378,5,139,vehicle_java2.jpg,vehicle_java2.jpg,3531376272,84,784.34,266.01523810000003,778,268,69,20,Vehicle,7,class->block->constructor->name,85,4,2,B
